"CD_TIPO_TRASPORTO_RIENTRO","DS_TIPO_TRASPORTO_RIENTRO","TI_DOCUMENTO","SMARTWORKING","FL_ABILITA_NOTE","UTCR","UTUV","PG_VER_REC"
"SMARTWORK","SMARTWORKING","T","Y","Y","SYSTEM","SYSTEM",1
